index,accommodates,amenities,availability_30,bathrooms,bed_type,bedrooms,beds,calculated_host_listings_count,cancellation_policy,guests_included,has_availability,host_is_superhost,host_listings_count,instant_bookable,latitude(North),longitude(East),maximum_nights,number_of_reviews,property_type,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_rating,review_scores_value,room_type,amenities__Wireless_Internet,amenities__Fire_Extinguisher,amenities__Laptop_Friendly_Workspace,amenities__Heating,amenities__Wheelchair_Accessible,amenities__Elevator_in_Building,amenities__Dog(s),amenities__Cat(s),amenities__Washer_/_Dryer,amenities__Smoking_Allowed,amenities__First_Aid_Kit,amenities__Pets_live_on_this_property,amenities__Pool,amenities__Lock_on_Bedroom_Door,amenities__Smoke_Detector,amenities__Shampoo,amenities__Buzzer/Wireless_Intercom,amenities__Safety_Card,amenities__Breakfast,amenities__Other_pet(s),amenities__Indoor_Fireplace,amenities__Iron,amenities__Hair_Dryer,amenities__Gym,amenities__Family/Kid_Friendly,amenities__Internet,amenities__Hot_Tub,amenities__Washer,amenities__Dryer,amenities__Pets_Allowed,amenities__24-Hour_Check-in,amenities__Cable_TV,amenities__Air_Conditioning,amenities__Hangers,amenities__Doorman,amenities__Essentials,amenities__Carbon_Monoxide_Detector,amenities__Suitable_for_Events,amenities__Free_Parking_on_Premises,amenities__TV,amenities__Kitchen,lbl_bed_type,lbl_cancellation_policy,lbl_has_availability,lbl_host_is_superhost,lbl_instant_bookable,lbl_property_type,lbl_room_type,index,price
1528,6,"{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",Breakfast,""Pets live on this property"",Cat(s),Heating,""Smoke Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",28,1.0,Real Bed,2.0,2.0,1,strict,1,t,f,1.0,f,22.61882269,114.1887418,30,11,House,10.0,10.0,10.0,98.0,10.0,Entire home/apt,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,4,3,0,0,0,9,0,1528,262.0
1529,3,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Pool,Kitchen,""Free Parking on Premises"",Doorman,Gym,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}",29,1.0,Real Bed,1.0,1.0,1,flexible,1,t,f,1.0,f,22.60837747,114.1903623,1125,1,Apartment,10.0,10.0,10.0,100.0,10.0,Entire home/apt,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,1,0,1,1,1,0,1,1,1,4,0,0,0,0,0,0,1529,350.0
1530,8,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Hot Tub"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",0,4.0,Real Bed,5.0,6.0,1,strict,1,t,f,1.0,f,22.64572925,114.1879018,7,0,House,9.0,9.0,9.0,95.0,9.0,Entire home/apt,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,1,0,0,1,1,1,4,3,0,0,0,9,0,1530,1500.0
1531,6,"{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating}",0,1.0,Real Bed,2.0,2.0,2,moderate,2,t,f,2.0,f,22.61506031,114.1805405,90,2,Apartment,10.0,10.0,10.0,100.0,10.0,Entire home/apt,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,4,1,0,0,0,0,0,1531,350.0
1532,5,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,""Free Parking on Premises"",Gym,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",10,2.0,Real Bed,2.0,3.0,1,moderate,1,t,f,1.0,f,22.60942929,114.1886272,1125,7,Apartment,10.0,10.0,10.0,97.0,9.0,Entire home/apt,1,1,0,1,0,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,1,1,0,0,1,1,0,1,1,1,4,1,0,0,0,0,0,1532,149.0
1533,8,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",0,3.0,Real Bed,4.0,4.0,1,flexible,1,t,f,1.0,f,22.6198036,114.1828282,1125,0,House,9.0,9.0,9.0,95.0,9.0,Entire home/apt,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,0,1,1,0,1,1,1,4,0,0,0,0,9,0,1533,2500.0
1534,6,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Dog(s),Cat(s),Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector""}",30,1.0,Real Bed,2.0,3.0,1,flexible,1,t,f,1.0,f,22.61893601,114.1841741,1125,5,House,10.0,10.0,9.0,100.0,10.0,Entire home/apt,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,1,1,1,4,0,0,0,0,9,0,1534,400.0
1535,5,"{TV,""Cable TV"",""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,""Free Parking on Premises"",Gym,""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Safety Card"",""Fire Extinguisher"",Shampoo}",0,1.0,Real Bed,1.0,1.0,1,moderate,1,t,f,1.0,f,22.61279532,114.1829665,1125,1,Apartment,10.0,10.0,10.0,100.0,8.0,Entire home/apt,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,1,1,1,4,1,0,0,0,0,0,1535,650.0
1536,3,"{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Elevator in Building"",Heating,Washer,Dryer,Essentials}",27,1.0,Real Bed,1.0,2.0,1,flexible,2,t,none,0.0,f,22.62344771,114.1853794,1125,1,Apartment,10.0,10.0,10.0,100.0,10.0,Entire home/apt,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,1,1,4,0,0,1,0,0,0,1536,225.0
1537,2,{},30,1.0,Real Bed,1.0,1.0,1,flexible,1,t,f,1.0,f,22.63483019,114.1673392,1125,0,House,9.0,9.0,9.0,95.0,9.0,Private room,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9,1,1537,300.0
1538,4,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Dog(s),Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Essentials,Shampoo}",0,1.0,Real Bed,2.0,2.0,1,strict,4,t,f,1.0,f,22.61906476,114.1875697,10,3,House,10.0,10.0,10.0,100.0,9.0,Entire home/apt,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,1,1,1,4,3,0,0,0,9,0,1538,190.0
1539,6,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",Heating,""Family/Kid Friendly"",""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",2,1.0,Real Bed,2.0,3.0,2,strict,4,t,t,2.0,f,22.63382052,114.1807621,1125,25,House,10.0,10.0,10.0,100.0,10.0,Entire home/apt,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,0,0,1,0,1,1,1,1,4,3,0,2,0,9,0,1539,168.0
1540,5,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,Gym,""Elevator in Building"",Heating,Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Essentials}",0,2.0,Real Bed,2.0,2.0,1,flexible,1,t,f,1.0,f,22.61292551,114.1784617,3,0,Apartment,9.0,9.0,9.0,95.0,9.0,Entire home/apt,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,0,0,1,1,4,0,0,0,0,0,0,1540,700.0
1541,6,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Essentials,Shampoo}",29,2.0,Real Bed,3.0,3.0,2,strict,1,t,f,301.0,f,22.62930026,114.1726072,1125,0,Apartment,9.0,9.0,9.0,95.0,9.0,Entire home/apt,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,0,1,0,0,1,1,1,4,3,0,0,0,0,0,1541,759.0
1542,4,"{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,Washer,Dryer,Shampoo}",30,1.0,Real Bed,2.0,2.0,1,moderate,1,t,f,1.0,f,22.62357428,114.1810417,1125,2,Apartment,10.0,10.0,9.0,100.0,10.0,Entire home/apt,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,4,1,0,0,0,0,0,1542,450.0
1543,6,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Breakfast,""Indoor Fireplace"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",30,1.0,Real Bed,2.0,2.0,1,strict,2,t,f,1.0,f,22.62441521,114.1834091,10,0,Apartment,9.0,9.0,9.0,95.0,9.0,Entire home/apt,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1,0,1,1,1,4,3,0,0,0,0,0,1543,210.0
1544,6,"{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets Allowed"",Heating,""Family/Kid Friendly"",Washer,Dryer}",25,1.0,Real Bed,2.0,3.0,4,strict,4,t,f,4.0,f,22.61542349,114.1867523,1125,21,House,10.0,10.0,10.0,96.0,9.0,Entire home/apt,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,4,3,0,0,0,9,0,1544,240.0
1545,2,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Dog(s),Heating,""Family/Kid Friendly"",""Smoke Detector"",Essentials}",9,1.0,Real Bed,1.0,1.0,1,moderate,1,t,f,1.0,f,22.62131026,114.1894458,1125,5,Apartment,10.0,10.0,9.0,88.0,9.0,Private room,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,4,1,0,0,0,0,1,1545,80.0
1546,6,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer}",21,2.0,Real Bed,2.0,3.0,7,strict,1,t,f,339.0,f,22.64636507,114.1881952,180,2,House,9.0,9.0,9.0,90.0,8.0,Entire home/apt,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,1,1,4,3,0,0,0,9,0,1546,229.0
1547,2,"{""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher""}",30,1.0,Real Bed,1.0,1.0,2,flexible,1,t,f,2.0,f,22.62544397,114.1829346,5,0,Apartment,9.0,9.0,9.0,95.0,9.0,Private room,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,1,0,1,4,0,0,0,0,0,1,1547,110.0
1548,8,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,""Free Parking on Premises"",""Hot Tub"",""Indoor Fireplace"",Heating,Washer,Dryer}",17,3.0,Real Bed,4.0,5.0,7,strict,1,t,f,339.0,f,22.64013148,114.1627012,365,10,House,10.0,10.0,10.0,89.0,9.0,Entire home/apt,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,4,3,0,0,0,9,0,1548,499.0
1549,4,"{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Breakfast,""Pets live on this property"",Dog(s),Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Shampoo}",4,1.0,Real Bed,2.0,2.0,1,flexible,1,t,f,1.0,f,22.61668275,114.1823481,1125,5,House,10.0,10.0,10.0,100.0,10.0,Entire home/apt,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,4,0,0,0,0,9,0,1549,145.0
1550,8,"{TV,""Cable TV"",""Wireless Internet"",""Air Conditioning"",Kitchen,Heating}",30,3.5,Real Bed,4.0,5.0,1,flexible,1,t,f,1.0,f,22.6374862,114.1703831,1125,0,House,9.0,9.0,9.0,95.0,9.0,Entire home/apt,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,4,0,0,0,0,9,0,1550,2000.0
1551,3,"{TV,""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Smoke Detector"",Essentials}",17,1.0,Real Bed,1.0,1.0,1,flexible,2,t,f,1.0,f,22.62737802,114.1778219,1125,5,Apartment,10.0,10.0,10.0,96.0,10.0,Entire home/apt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,4,0,0,0,0,0,0,1551,79.0
1552,8,{},30,3.0,Real Bed,4.0,4.0,1,flexible,1,t,f,1.0,f,22.62208513,114.1823006,1125,0,House,9.0,9.0,9.0,95.0,9.0,Entire home/apt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9,0,1552,2500.0
1553,2,"{TV,""Air Conditioning"",Kitchen,Heating,""Smoke Detector"",Shampoo}",0,1.0,Real Bed,0.0,1.0,1,flexible,1,t,f,1.0,f,22.61564154,114.1864627,1125,0,Apartment,9.0,9.0,9.0,95.0,9.0,Entire home/apt,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,1553,200.0
1554,4,"{Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Essentials,Shampoo}",30,1.0,Real Bed,1.0,2.0,1,strict,1,t,f,1.0,f,22.61205942,114.1904008,1125,10,House,10.0,9.0,10.0,90.0,8.0,Entire home/apt,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,4,3,0,0,0,9,0,1554,160.0
1555,4,"{""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector""}",30,1.0,Real Bed,2.0,3.0,1,flexible,1,t,f,1.0,f,22.62094011,114.1905798,1125,1,House,10.0,10.0,10.0,100.0,10.0,Entire home/apt,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,1,1,1,4,0,0,0,0,9,0,1555,307.0
1556,10,"{TV,""Cable TV"",""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",Breakfast,Heating,""Family/Kid Friendly"",""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}",0,2.5,Real Bed,4.0,4.0,1,flexible,1,t,f,1.0,t,22.61299606,114.1885767,1125,0,House,9.0,9.0,9.0,95.0,9.0,Entire home/apt,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,1,1,0,1,1,0,0,1,1,1,1,1,1,4,0,0,0,1,9,0,1556,950.0
1557,2,"{TV,""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",Heating,""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher""}",30,1.0,Real Bed,1.0,1.0,1,flexible,1,t,f,1.0,f,22.63500391,114.1599163,1125,1,House,10.0,10.0,10.0,97.0,8.0,Entire home/apt,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,1,1,1,4,0,0,0,0,9,0,1557,300.0
1558,8,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",30,2.0,Real Bed,3.0,3.0,4,strict,6,t,f,4.0,f,22.62047854,114.1790059,30,16,House,10.0,10.0,9.0,93.0,9.0,Entire home/apt,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,0,1,1,1,1,1,1,4,3,0,0,0,9,0,1558,299.0
1559,6,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",0,1.0,Real Bed,1.0,1.0,1,strict,1,t,f,1.0,t,22.64306281,114.1885687,1125,3,Cabin,10.0,10.0,9.0,70.0,7.0,Entire home/apt,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,1,1,1,4,3,0,0,1,4,0,1559,160.0
1560,3,"{TV,""Cable TV"",""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",22,1.0,Real Bed,1.0,1.0,2,strict,2,t,t,2.0,f,22.61922025,114.1872294,21,24,House,10.0,10.0,10.0,99.0,9.0,Entire home/apt,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,0,0,1,1,0,1,1,1,4,3,0,2,0,9,0,1560,198.0
1561,3,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""First Aid Kit"",Essentials,Shampoo}",0,1.0,Real Bed,1.0,1.0,1,flexible,1,t,f,2.0,f,22.61442606,114.191368,1125,32,House,10.0,10.0,10.0,95.0,9.0,Private room,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,1,1,4,0,0,0,0,9,1,1561,110.0
1562,4,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Essentials}",12,1.0,Real Bed,1.0,1.0,2,strict,1,t,f,301.0,f,22.61247076,114.1884374,1125,2,Apartment,10.0,9.0,10.0,100.0,9.0,Entire home/apt,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,0,0,1,0,0,1,1,1,4,3,0,0,0,0,0,1562,121.0
1563,6,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Kitchen,""Free Parking on Premises"",""Elevator in Building"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Essentials,Shampoo}",30,2.0,Real Bed,3.0,5.0,2,moderate,1,t,f,2.0,f,22.64090003,114.1627588,1125,0,Condominium,9.0,9.0,9.0,95.0,9.0,Entire home/apt,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,1,1,0,0,1,0,1,1,1,1,4,1,0,0,0,7,0,1563,800.0
1564,2,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,""Free Parking on Premises"",Doorman,Gym,""Pets live on this property"",Cat(s),""Elevator in Building"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}",0,1.0,Real Bed,1.0,1.0,1,flexible,1,t,f,1.0,f,22.61000285,114.1909297,5,2,Condominium,10.0,10.0,10.0,100.0,9.0,Entire home/apt,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,1,1,0,1,1,1,4,0,0,0,0,7,0,1564,100.0
1565,12,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials}",0,3.5,Real Bed,4.0,6.0,1,moderate,1,t,f,1.0,f,22.63076777,114.1816155,1125,2,House,10.0,10.0,10.0,100.0,9.0,Entire home/apt,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1,1,1,1,1,1,4,1,0,0,0,9,0,1565,1200.0
1566,4,"{""Air Conditioning"",""Wheelchair Accessible"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",""Elevator in Building"",""Family/Kid Friendly"",Washer,Dryer}",30,1.0,Real Bed,1.0,1.0,1,moderate,2,t,f,1.0,f,22.62088443,114.1864793,1125,5,Apartment,10.0,10.0,10.0,96.0,10.0,Entire home/apt,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,4,1,0,0,0,0,0,1566,175.0
1567,4,"{TV,""Cable TV"",""Wireless Internet"",""Air Conditioning"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",11,1.0,Real Bed,0.0,2.0,2,strict,3,t,t,2.0,t,22.61934382,114.1923253,1125,14,House,10.0,10.0,10.0,100.0,10.0,Entire home/apt,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,4,3,0,2,1,9,0,1567,99.0
1568,3,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,""Free Parking on Premises"",""Pets live on this property"",Dog(s),Cat(s),Heating,""Family/Kid Friendly"",""Suitable for Events"",Washer,Dryer,""Smoke Detector"",Essentials}",4,1.0,Real Bed,1.0,1.0,1,moderate,2,t,f,1.0,f,22.62955584,114.1729867,1125,8,Apartment,10.0,10.0,10.0,93.0,10.0,Entire home/apt,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1,0,1,1,1,1,4,1,0,0,0,0,0,1568,100.0
1569,2,"{TV,""Cable TV"",""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating}",30,1.0,Pull-out Sofa,1.0,1.0,1,strict,1,t,f,1.0,f,22.62201644,114.1881978,30,0,Apartment,9.0,9.0,9.0,95.0,9.0,Entire home/apt,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,3,3,0,0,0,0,0,1569,360.0
1570,4,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,""Free Parking on Premises"",Gym,""Elevator in Building"",Heating,Washer,Dryer}",30,1.0,Real Bed,1.0,2.0,1,strict,4,t,f,1.0,f,22.61449384,114.1846463,1125,1,Apartment,10.0,10.0,10.0,100.0,10.0,Entire home/apt,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,1,1,4,3,0,0,0,0,0,1570,575.0
1571,2,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",""Pets live on this property"",Heating,""Smoke Detector"",""Carbon Monoxide Detector""}",11,1.0,Real Bed,0.0,1.0,1,strict,1,t,f,1.0,f,22.61759836,114.1779056,1125,11,Apartment,10.0,10.0,10.0,100.0,10.0,Entire home/apt,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1,1,1,4,3,0,0,0,0,0,1571,110.0
